test,domain,skill,difficulty,question_text_latex,option_A_latex,option_B_latex,option_C_latex,option_D_latex,correct_answer,correct_answer_spr_latex,step_1,step_2,step_3,step_4,step_5,step_6
Math,Algebra,Linear equations in one variable,Hard,"$c(x-2)+d = 3x - 6$. In the equation above, $c$ and $d$ are constants. If the equation has infinitely many solutions, which of the following must be true? \\ I. $c = 3$ \\ II. $d = 0$ \\ III. $c = -d$",I only,I and II only,I and III only,"I, II, and III",B,,"For a linear equation to have infinitely many solutions, the expressions on both sides must be identical. This means the coefficients of the variable term must be equal, and the constant terms must also be equal.","First, simplify the left-hand side (LHS) of the equation by distributing $c$: $cx - 2c + d$.",The equation is now $cx - 2c + d = 3x - 6$.,"Equate the coefficients of the $x$ term on both sides: $c = 3$. Therefore, statement I must be true.",Equate the constant terms on both sides: $-2c + d = -6$.,"Since we know $c=3$, substitute this value into the equation for the constant terms: $-2(3) + d = -6$. This simplifies to $-6 + d = -6$, which means $d=0$. Therefore, statement II must be true. Statement III, $c=-d$, would mean $3=-0$, which is false. Thus, only I and II must be true."
Math,Algebra,Linear equations in one variable,Hard,"In the equation $7(2w+3) - 5 = 3(2w+3) + 1$, what is the value of the expression $2w+3$?",,,,,3/2,3/2,This problem can be solved without first finding the value of $w$. Notice that the expression $(2w+3)$ appears on both sides of the equation.,"Let's substitute a new variable, say $Y$, for the expression $(2w+3)$. The equation becomes: $7Y - 5 = 3Y + 1$.","Now, solve this simpler linear equation for $Y$. Subtract $3Y$ from both sides: $4Y - 5 = 1$.",Add 5 to both sides: $4Y = 6$.,Divide by 4: $Y = \frac{6}{4} = \frac{3}{2}$.,"Since we let $Y = 2w+3$, the value of the expression $2w+3$ is $\frac{3}{2}$."
Math,Algebra,Linear equations in one variable,Hard,"Alex is 3 years older than twice Ben's age. In 4 years, the sum of their ages will be 59. How old is Ben now?",12,16,27,35,B,,Let Ben's current age be $b$. Let Alex's current age be $a$.,"From the first sentence, we can write an equation for Alex's current age in terms of Ben's: $a = 2b + 3$.","In 4 years, Ben's age will be $b+4$ and Alex's age will be $a+4$.","The sum of their ages in 4 years will be 59. So, $(b+4) + (a+4) = 59$.",Substitute the expression for $a$ from Step 2 into the equation from Step 4: $(b+4) + ((2b+3)+4) = 59$.,Solve the equation for $b$: $b+4+2b+3+4 = 59$. Combine like terms: $3b+11=59$. Subtract 11: $3b=48$. Divide by 3: $b=16$. Ben is currently 16 years old.
Math,Algebra,Linear equations in one variable,Hard,"$4(ax-1)-x = 3(x-2)$. In the given equation, $a$ is a constant. If the equation has no solution, what is the value of $a$?",,,,,1,1,"An equation has no solution when the coefficients of the variable are equal on both sides, but the constant terms are not equal.","First, simplify the left-hand side (LHS) of the equation: $4(ax-1)-x = 4ax - 4 - x$.",Combine the $x$ terms on the LHS by factoring out $x$: $(4a-1)x - 4$.,"Next, simplify the right-hand side (RHS) of the equation: $3(x-2) = 3x - 6$.","The simplified equation is $(4a-1)x - 4 = 3x - 6$. For no solution, the coefficients of $x$ must be equal: $4a-1 = 3$.","Solve for $a$: $4a = 4$, so $a=1$. We check the constant terms: $-4$ and $-6$. Since $-4 \neq -6$, the condition for no solution is met. The value of $a$ is 1."
Math,Algebra,Linear equations in one variable,Hard,For what value of $m$ does the equation $2(x+m) - 3x = 4 - (x-m)$ have infinitely many solutions?,-4,0,2,4,D,,An equation has infinitely many solutions if the expressions on both sides are identical after simplification.,Simplify the left-hand side (LHS): $2(x+m) - 3x = 2x + 2m - 3x = -x + 2m$.,Simplify the right-hand side (RHS): $4 - (x-m) = 4 - x + m$. Rearranging gives $-x + (4+m)$.,The simplified equation is $-x + 2m = -x + (4+m)$.,"For the equation to have infinitely many solutions, the coefficients of $x$ must be equal, and the constant terms must be equal. The coefficients of $x$ are both -1, so that condition is met.","Now, equate the constant terms: $2m = 4+m$. Subtract $m$ from both sides to solve for $m$: $m = 4$."
Math,Algebra,Linear equations in one variable,Hard,"An investor put a total of \$10,000 into two accounts. One account pays 4% simple annual interest, and the other pays 6% simple annual interest. If the total interest earned after one year was \$520, how much was invested in the account paying 6% interest?","\$4,000","\$5,200","\$6,000","\$8,000",C,,Let $x$ be the amount of money invested at 6% interest. Let $y$ be the amount of money invested at 4% interest.,"The total investment is \$10,000, so $x + y = 10000$. This means $y = 10000-x$.","The total interest is the sum of the interest from each account. The interest formula is Principal $\times$ Rate. So, Total Interest = $0.06x + 0.04y$.",We are given that the total interest is \$520. The equation becomes $0.06x + 0.04y = 520$.,Substitute the expression for $y$ from Step 2 into the interest equation: $0.06x + 0.04(10000-x) = 520$.,"Solve for $x$: $0.06x + 400 - 0.04x = 520$. Combine $x$ terms: $0.02x + 400 = 520$. Subtract 400: $0.02x = 120$. Divide by 0.02: $x = \frac{120}{0.02} = 6000$. Thus, \$6,000 was invested at 6%."
Math,Algebra,Linear equations in one variable,Hard,"If $\frac{3}{y-2} = \frac{4}{y+1}$, what is the value of $y+1$?",11,12,10,9,B,,"The given equation is $\frac{3}{y-2} = \frac{4}{y+1}$. Since this is a proportion, we can solve it by cross-multiplication. The domain requires $y \neq 2$ and $y \neq -1$.",Cross-multiply: $3(y+1) = 4(y-2)$.,Apply the distributive property on both sides: $3y + 3 = 4y - 8$.,"To solve for $y$, gather the $y$ terms on one side. Subtract $3y$ from both sides: $3 = y - 8$.",Add 8 to both sides to find the value of $y$: $y = 11$.,The question asks for the value of the expression $y+1$. Substitute the value of $y$ we found: $11+1 = 12$.
Math,Algebra,Linear equations in one variable,Hard,"If $x$ is the solution to the equation $0.5(\frac{3}{2}x - 4) = 0.25(x+8)$, what is the value of $x-1$?",7,8,9,6.5,A,,"To solve the equation $0.5(\frac{3}{2}x - 4) = 0.25(x+8)$, we can first convert the decimals to fractions to make calculations easier. $0.5 = \frac{1}{2}$ and $0.25 = \frac{1}{4}$.",The equation becomes $\frac{1}{2}(\frac{3}{2}x - 4) = \frac{1}{4}(x+8)$.,"To eliminate the outer fractions, multiply the entire equation by the least common denominator of 2 and 4, which is 4.",$4 \cdot \frac{1}{2}(\frac{3}{2}x - 4) = 4 \cdot \frac{1}{4}(x+8)$. This simplifies to $2(\frac{3}{2}x - 4) = 1(x+8)$.,"Distribute the 2 on the left side: $2(\frac{3}{2}x) - 2(4) = x+8$, which becomes $3x - 8 = x+8$. Solve for $x$: $2x=16$, so $x=8$.",The question asks for the value of $x-1$. Substitute $x=8$: $8-1=7$.
Math,Algebra,Linear equations in one variable,Hard,"The perimeter of an isosceles triangle is 42 cm. The length of each of the two equal sides is 3 cm less than twice the length of the base. What is the length of the base, in cm?",,,,,9.6,9.6,Let $b$ be the length of the base of the isosceles triangle. Let $s$ be the length of each of the two equal sides.,The problem states that the length of an equal side is 3 cm less than twice the base length. This can be written as the equation $s = 2b - 3$.,"The perimeter of a triangle is the sum of its three sides. For an isosceles triangle, the perimeter $P$ is $P = b + s + s = b + 2s$.","We are given that the perimeter is 42 cm. So, $42 = b + 2s$.",Substitute the expression for $s$ from Step 2 into the perimeter equation: $42 = b + 2(2b - 3)$.,Solve for $b$: $42 = b + 4b - 6$. Combine like terms: $42 = 5b - 6$. Add 6 to both sides: $48 = 5b$. Divide by 5: $b = \frac{48}{5} = 9.6$. The length of the base is 9.6 cm.
Math,Algebra,Linear equations in one variable,Medium,"If $4(y + 3) = 28$, what is the value of $y + 3$?",$4$,$5$,$7$,$16$,C,,The goal is to find the value of the expression $y + 3$. The given equation is $4(y + 3) = 28$.,"Notice that the expression $(y+3)$ is a factor in the equation. To isolate this expression, we can divide both sides of the equation by 4.",$\frac{4(y + 3)}{4} = \frac{28}{4}$,"Simplifying the equation gives $y + 3 = 7$. Thus, the value of the expression is 7.","Alternatively, one could first solve for $y$. Distribute the 4 on the left side: $4y + 12 = 28$. Subtract 12 from both sides: $4y = 16$. Divide by 4: $y=4$. Then, substitute this value into the expression $y+3$, giving $4+3=7$.",
Math,Algebra,Linear equations in one variable,Medium,A recipe for a smoothie requires $\frac{2}{3}$ cup of yogurt. The recipe makes enough for one serving. A container of yogurt holds 6 cups. How many servings of the smoothie can be made from one container of yogurt?,,,,,9,9,Let $s$ be the number of servings of the smoothie that can be made. Each serving requires $\frac{2}{3}$ cup of yogurt.,The total amount of yogurt used for $s$ servings is $\frac{2}{3}s$.,The total amount of yogurt available is 6 cups. We can set up the equation $\frac{2}{3}s = 6$ to find the number of servings.,"To solve for $s$, multiply both sides of the equation by the reciprocal of $\frac{2}{3}$, which is $\frac{3}{2}$.",$(\frac{3}{2}) \times \frac{2}{3}s = 6 \times (\frac{3}{2})$,"$s = \frac{18}{2} = 9$. Therefore, 9 servings can be made."
Math,Algebra,Linear equations in one variable,Medium,For what value of $h$ is the equation $2(3x - 5) - (x-8) = 5x + h$ true for all values of $x$?,$-2$,$-1$,$2$,18,A,,An equation is true for all values of $x$ (has infinitely many solutions) if both sides of the equation are identical.,"First, simplify the left side of the equation: $2(3x - 5) - (x-8)$.",Distribute the 2 and the negative sign: $6x - 10 - x + 8$.,"Combine like terms on the left side: $(6x - x) + (-10 + 8)$, which simplifies to $5x - 2$.","The equation is now $5x - 2 = 5x + h$. For this to be true for all $x$, the constant terms must be equal.","Therefore, $h$ must be equal to $-2$."
Math,Algebra,Linear equations in one variable,Medium,"If $\frac{a-1}{3} = k$ and $k=4$, what is the value of $a+1$?",$12$,$13$,$14$,$15$,C,,We are given two equations: $\frac{a-1}{3} = k$ and $k=4$. We can substitute the value of $k$ from the second equation into the first.,Substituting $k=4$ gives $\frac{a-1}{3} = 4$.,"To solve for $a$, first multiply both sides of the equation by 3: $3 \times \frac{a-1}{3} = 4 \times 3$, which simplifies to $a-1 = 12$.","Next, add 1 to both sides of the equation: $a - 1 + 1 = 12 + 1$, which gives $a = 13$.",The question asks for the value of $a+1$. Substitute the value of $a=13$ into the expression: $13 + 1 = 14$.,
Math,Algebra,Linear equations in one variable,Medium,"The formula $F = \frac{9}{5}C + 32$ is used to convert temperatures from degrees Celsius ($C$) to degrees Fahrenheit ($F$). For what temperature, in degrees, is the Fahrenheit measurement 40 less than three times the Celsius measurement?",,,,,60,60,We are given the condition that the Fahrenheit measurement ($F$) is 40 less than three times the Celsius measurement ($C$). This can be written as the equation: $F = 3C - 40$.,We are also given the conversion formula: $F = \frac{9}{5}C + 32$.,"Since both expressions are equal to $F$, we can set them equal to each other: $3C - 40 = \frac{9}{5}C + 32$.","To solve for $C$, first group the $C$ terms. Subtract $\frac{9}{5}C$ from both sides: $3C - \frac{9}{5}C - 40 = 32$. This is $(\frac{15}{5} - \frac{9}{5})C - 40 = 32$, which simplifies to $\frac{6}{5}C - 40 = 32$.",Add 40 to both sides: $\frac{6}{5}C = 72$.,Multiply both sides by $\frac{5}{6}$ to isolate $C$: $C = 72 \times \frac{5}{6} = 12 \times 5 = 60$. The temperature is 60 degrees Celsius.
Math,Algebra,Linear equations in one variable,Medium,$7x - 4(x-2) = 23$. What is the value of $x$?,$5$,$9$,$11$,$\frac{31}{3}$,A,,The given equation is $7x - 4(x-2) = 23$.,"First, apply the distributive property to the term $-4(x-2)$. This gives $-4 \times x$ and $-4 \times -2$. So, the expression becomes $-4x + 8$.",The equation is now $7x - 4x + 8 = 23$.,Combine the like terms on the left side: $(7x - 4x) + 8 = 3x + 8$.,The equation simplifies to $3x + 8 = 23$. Subtract 8 from both sides: $3x = 15$.,Divide both sides by 3: $x = \frac{15}{3} = 5$.
Math,Algebra,Linear equations in one variable,Medium,"The perimeter of a rectangle is 96 inches. The length of the rectangle is 8 inches more than the width. What is the width, in inches, of the rectangle?",16,20,28,40,B,,"Let $w$ be the width of the rectangle in inches. The problem states that the length, $l$, is 8 inches more than the width, so $l = w + 8$.",The formula for the perimeter of a rectangle is $P = 2l + 2w$. We are given that the perimeter $P = 96$ inches.,Substitute the expressions for $P$ and $l$ into the perimeter formula: $96 = 2(w+8) + 2w$.,Distribute the 2: $96 = 2w + 16 + 2w$.,Combine like terms on the right side: $96 = 4w + 16$.,Subtract 16 from both sides to get $80 = 4w$. Divide by 4 to solve for $w$: $w = 20$. The width is 20 inches.
Math,Algebra,Linear equations in one variable,Medium,"If $\frac{3x+5}{2} = 7$, what is the value of $3x$?",$3$,$9$,$14$,$19$,B,,The given equation is $\frac{3x+5}{2} = 7$.,"To begin solving for the term $3x$, first multiply both sides of the equation by 2 to eliminate the denominator.","$2 \times \frac{3x+5}{2} = 7 \times 2$, which simplifies to $3x+5 = 14$.","The problem asks for the value of $3x$, not $x$. We can isolate the term $3x$ by subtracting 5 from both sides of the equation.",$3x + 5 - 5 = 14 - 5$.,This simplifies to $3x = 9$. The value of $3x$ is 9.
Math,Algebra,Linear equations in one variable,Medium,"Juan has a gym membership that costs $\$25 per month plus a $\$3 fee for each class he attends. If his total bill for one month was $\$58$, how many classes did he attend?",,,,,11,11,Let $c$ be the number of classes Juan attended.,"The total cost is composed of a fixed monthly fee and a variable fee based on the number of classes. The fixed fee is $\$25$. The variable fee is $\$3 per class, so the total cost for classes is $3c$.",The total bill can be represented by the equation: Total Cost = Monthly Fee + (Fee per class $\times$ Number of classes).,"Substituting the given values, we get the equation $58 = 25 + 3c$.","To solve for $c$, first subtract 25 from both sides: $58 - 25 = 3c$, which simplifies to $33 = 3c$.",Divide both sides by 3: $c = \frac{33}{3} = 11$. Juan attended 11 classes.
Math,Algebra,Linear equations in one variable,Medium,"If $5x - 8 = 12$, what is the value of $10x - 10$?",$4$,$20$,$30$,$40$,C,,"There are two main approaches to solve this problem. One is to solve for $x$ first, and the other is to find a relationship between the given equation and the expression to be evaluated.",Method 1: Solve for $x$. Given the equation $5x - 8 = 12$. Add 8 to both sides: $5x = 20$. Divide by 5: $x = 4$.,Now substitute $x=4$ into the expression $10x - 10$: $10(4) - 10 = 40 - 10 = 30$.,"Method 2: Find a relationship. The given equation has a $5x$ term, and the expression to evaluate has a $10x$ term. Notice that $10x$ is $2 \times (5x)$.","From the equation $5x - 8 = 12$, we can find the value of $5x$ by adding 8 to both sides, which gives $5x=20$.","Now substitute $5x=20$ into the expression $10x-10$. Since $10x = 2(5x)$, the expression becomes $2(20) - 10 = 40 - 10 = 30$."
